SKU,Name,Method of Delivery,Product Family,Product Group,url in dealershop
NWG-WGVME003,WatchGuard FireboxV Medium with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?JZDGKWn/eD0=15EZFMbSR5bnVQLblUQ/LA==wUSA7xkq78NeOKXbigLgF+OfC8c=
NWG-WGCXL643,WatchGuard Firebox Cloud XLarge with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?OmZXVt7lOpo=wPZ0T2LAp94fJTkoaA/mQw==T/5pHnNL2EZWsKwROwNKrF6ohbs=
NWG-WGVSM673,Trade up to WatchGuard FireboxV Small with 3-yr Total Security Suite,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?6Uhaf828D1M=btsT40DmT2G8ImXEukjrhA==ayL9CRXP2a8sKx2dBIaSi69jRy8=
NWG-WGVME031,WatchGuard FireboxV Medium with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?qTZtJ1YBVhQ=7O6Bo4tPVffYVU3bTK7AGA==CjDduyxxHxgmVQ6omM0mawH7v6o=
NWG-WGVME001,WatchGuard FireboxV Medium with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?SxyB97FFXbA=OlJIuUJlKN5Hdv+Gywbn0Q==JwWFscPz7d/2l/7NXvd7tCn3UYw=
NWG-WGVLG061,Trade up to WatchGuard FireboxV Large with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?FpSpDZh/wXA=ZffV4INz0TFAlNtPNjO/Pw==i5l1r9sWT/v5fqdIwL48OjGQPbI=
NWG-WGVLG063,Trade up to WatchGuard FireboxV Large with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?/TcKBPwk2po=n0FbHgn5zWRzmV1fk3pQgw==BxE+BVe9lpxZ4RKlHrU5z4RIJo4=
NWG-WGVME521,WatchGuard Cloud 1-month data retention for FireboxV Medium - 1-yr,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?fzevl1gyGtk=ePvhuzP7Nn/HMWrvOhNoSw==Xe51meGHh69+9rzA9CkQVoZ4dt0=
NWG-WGVSM521,WatchGuard Cloud 1-month data retention for FireboxV Small - 1-yr,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?QiRDxDIwWVk=XerwMdlNouIBNmQGeieC3g==P8UXvu3dpjWTz1rR4EZd1WnuG0s=
NWG-WGCSM141,WatchGuard Reputation Enabled Defense 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?A+hHwhLdvEw=dGy9lEimewBX5D89HUbZaw==OsAb6mfr5IJVtfHxzZqGx5sJvms=
NWG-WGCME353,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?16cKyQI4KKY=w9FUGsrnHfSaBsaNhuSkQw==ggBF4eFuBp9UUr6MYFGmdDhD1O0=
NWG-WGCME261,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?WUaRkvun+a8=u50mSIcYUQTl6pqTAJD5fw==IjTCrvgZhTSrODIghg53enSlIuk=
NWG-WGCME171,WatchGuard APT Blocker 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?MQmE8rD003I=93CRC9VjoiGhTcpEf7i8UA==KbzHbQuFPWI6dblvi9m0uKx4uTM=
NWG-WGCLG141,WatchGuard Reputation Enabled Defense 1-yr for Firebox Cloud Large,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?m1r6puXTzBE=b/XYHDQbulIxVMNPxvrklA==8QU7TDgmyacpr/ivE5OuVueDC28=
NWG-WGCXL353,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?JqGzKbqwkHQ=9NYdwT7hTnq6L+U8zF7i3w==7WVD4nWS4/9lT4p63DU73DAp9sk=
NWG-WGCXL201,WatchGuard Standard Support Renewal 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?R4okjWoESu4=DlDGfOBLqFTx8ftTo7L59g==hhjcoZ855Ox9Jd1nS0tsXkY0qVo=
NWG-WGCXL261,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox Cloud XLarge,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?Hhbj3k0qZBw=B+aQVgbWlGEDwHsnZnLEuA==wQqeQDEBMuoqFsdC8P5csAUayUM=
NWG-WGVME523,WatchGuard Cloud 1-month data retention for FireboxV Medium - 3-yr,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?GkeZjIfgjc4=DAEPzh1j91wqpimrfGYzlg==d5fqHk2Kbn5qxGX2p+PVcDegxGg=
NWG-WGVSM523,WatchGuard Cloud 1-month data retention for FireboxV Small - 3-yr,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?SseF7J8AblU=KJFaz01lLGGUMRCnOmvHXw==MwRNy7OIRYaV6iUDJpkyeiHnu6c=
NWG-WGVSM201,WatchGuard Standard Support Renewal 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?N0rmdwykI2k=soUs52HIpRBLL+68AMRGoA==KsfTFYcaTyyMhMdIqjrb0ei1IHM=
NWG-WGVSM141,WatchGuard Reputation Enabled Defense 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?3jvWB0mqmjA=hO7ewNtxpQGesq3xw3UHYA==41hhmF3xYpWpDpKidUO2J+HuGZ4=
NWG-WGVME203,WatchGuard Standard Support Renewal 3-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?FPA8PFtWsOs=10H1UpCEhq2Dnw7B7qOHsw==Fo0SOvRcscR5vpUZ0du4WjnOdKM=
NWG-WGVLG331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?16DDyCjSLB4=APD80b4b5m35mBkXKEkNQg==OBSp0/tLSDsl3qsn9RDHvnSOIaA=
NWG-WGVLG151,WatchGuard Application Control 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?/0yJLkPGba0=4JFBzxVtxtv3A6pCriGicg==W7/lV3khVACW33qOdriPZwEBUiU=
NWG-WGVXL171,WatchGuard APT Blocker 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?EiI40GV3Bbs=tUypCErJDWb8g595pCIvwg==pU2kIQK/RECQ/HmKCviXjyMm8tY=
NWG-WGVXL141,WatchGuard Reputation Enabled Defense 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?ZYX6JfEvcMM=t3jjD8UWwzwawboEocBX5Q==hZUWt7Edm0nHEZAtZbSjmPr029Q=
NWG-WGEMA081,Panda Email Protection - 1 Year - 1001 to 3000 users,Electronic,Email Security,Panda Email Protection,https://partner.leadersystems.com.au/products.html?+SRoKXqL7Yo=r/EEpLCCoD8ivWgHC57YUg==3oIVH6nNdmQqdBiiOC3t0r6GO/g=
NWG-WGEMA071,Panda Email Protection - 1 Year - 501 to 1000 users,Electronic,Email Security,Panda Email Protection,https://partner.leadersystems.com.au/products.html?7TJo0/SgccY=9mgp9jc3/6n4c/GBj76CFg==QKUtxkDH5djlAlkk4H6bxViYbQE=
NWG-WGWFC241,"WatchGuard 1-yr Secure Wi-Fi Renewal/Upgrade, 1 AP",Electronic,Access Points,Wi-Fi Management,https://partner.leadersystems.com.au/products.html?IiLe4u2eybY=pb6Jdn+bO7tZ0gqxyyeyvg==jpa1ZECwJPjLrdeUKq7kuUTpMDU=
NWG-WGVSM111,WatchGuard spamBlocker 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?mWjbFzCjJjo=ANU0idDIwWr2HtHvxQEUog==JmHkXYhMxeJTCJPlSiwZ/rzFIJY=
NWG-WGVSM131,WatchGuard Intrusion Prevention Service 1-yr for FireboxV Small,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?56TOW+tHc5E=j1miitzjp7/vXZcErHrFqg==o/g/+kjy1g2txBWcSG0Jg2SgMEE=
NWG-WGVME331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?g206Nns/n0c=hElC5g+4pjpw4m9r53N1MQ==nDAGlCpUMm40lp/07y36tI4IH8w=
NWG-WGVME201,WatchGuard Standard Support Renewal 1-yr for FireboxV Medium,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?GdBxJCFv7Ck=GgZCrY9U8bbTuWBTeQKwag==xBGGV6vWKSW2Q3uXBo4IeNunNIA=
NWG-WGVLG171,WatchGuard APT Blocker 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?WyLZBbJFwz0=3UAbjiNDC2jRQKuYU9ZCIQ==EiNUhdSDSZtgZoOGvzy9k5I8f8w=
NWG-WGVLG181,WatchGuard Network Discovery 1-yr for FireboxV Large,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?6pP6SygZmOs=+3y9Q4aJKJUZnCMIJi1x0Q==R5wUFsbqtdK984OEQ1IKxMRsGSQ=
NWG-WGVXL351,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for FireboxV XLarge,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?1B57phBlEDI=s4NOpMwTrvshjDBtBCHoCQ==s1WpwwEycxPmBlTbq7u6o7nT8cM=
NWG-WGCSM643,WatchGuard Firebox Cloud Small with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?DKCW2Q3b2bE=kCnnGe7f9S8GgpE8hlKYeQ==j64SmgBPWGcPY3FnS6p9VFN6IZE=
NWG-WGCSM673,Trade up to WatchGuard Firebox Cloud Small with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?dU7cvMXAZA0=Rf5t+jtn9sAxdo392dLHVA==41kYTE01QP9ZogZ9soT74tv3VMk=
NWG-WGCLG641,WatchGuard Firebox Cloud Large with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?f+/gL6utflE=iAXAKhYy5HpFZnnAadq/SQ==y7y1nOPOfw0YAfCKWIAUvFVr3Tw=
NWG-WGCLG031,WatchGuard Firebox Cloud Large with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?unTTC7KzjTM=hyq3FSgMt9DlMx0dIYnyqA==4cUuaDW34b6gDtu38tz9pr0HqZQ=
NWG-WGCLG001,WatchGuard Firebox Cloud Large with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?eBTIciu38qY=8NSpSE3ewfZgklLUi8eZLg==hGgqj2ZMAP7lXkntcdzmEw78tvU=
NWG-WGCLG061,Trade up to WatchGuard Firebox Cloud Large with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?/PYuyzaHHCQ=MrHjd5xyraIdxjBXL59BWw==tJn18WnhpIIWuAYX5ToAkngyvic=
NWG-WGVSM033,WatchGuard FireboxV Small with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?1U/jG46X3t4=BsSuophoTH4ITAw99XklbQ==CptizTrYQB/hiSTrdmiESmE1/x0=
NWG-WGVSM003,WatchGuard FireboxV Small with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?sGXvcP5CEPE=xP2jzRDLM3hx6IXjah9sFA==2zzSCBZyPOxau3Lix3VdlWX6kO8=
NWG-WGVSM063,Trade up to WatchGuard FireboxV Small with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?pDpQ+hl3QKY=pXh0xKbVAoPpGHP/l1IHDA==dTSXdicFtWhbPEzLCM3w3tTAP30=
NWG-WGVME641,WatchGuard FireboxV Medium with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?5CU3GD4+zAY=AirExd5eOWxoeIS+IBlC/A==UAoSmVYWNtEW7nJrb/N6rqc17CI=
NWG-WGVME671,Trade up to WatchGuard FireboxV Medium with 1-yr Total Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?X3ZRbqnkcC8=vRgH+K2nCKEYwMBiJRiM/Q==SpSXlRWecsFnG2Tm301I6h4ZZrE=
NWG-WGVXL643,WatchGuard FireboxV XLarge with 3-yr Total Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?v3Jj9YRqMJE=9NDAn9wGVAM0dJUSUCLqiQ==BzvPuRT6oN+LzItf8N0OI3DKJOY=
NWG-WGVXL673,Trade up to WatchGuard FireboxV XLarge with 3-yr Total Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?YpL+r+YAdVQ=/Q4O4T1oICs/8eY2FVEQCA==FCkFCWiLwWCSyGgXN0MvKm3pFgU=
NWG-WGVXL063,Trade up to WatchGuard FireboxV XLarge with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?4kOBZlI0hVM=73ww3pD3yz46ssCZ3rtI5g==QjQ7o98zBoJZ2vk5z0dHC1z9A9I=
NWG-WGCSM641,WatchGuard Firebox Cloud Small with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?xpIxjvYgCGo=0n91bzAQNMqJYXTS8yazBg==2bTGd2umcIUXpl6ZKb7KK4uwGBk=
NWG-WGCSM001,WatchGuard Firebox Cloud Small with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?jYF0RT6np/0=MsJGH0mz0A8CrG20wFNRGQ==dx4sBzELl0OizZUKTHI/7TtnZK4=
NWG-WGCME031,WatchGuard Firebox Cloud Medium with 1-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?4ydwDXD2TvQ=o3fi0R2YsGO4v5JaHxPTjQ==e+zNaW+dcCGxcyGsBJVXWHSFKGI=
NWG-WGCLG643,WatchGuard Firebox Cloud Large with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?aNMMtRdLoJI=4003KGaZ3Ci5MxPCtLAI7A==r1lnC7VReCe1zKqVxUoWXAxuQGg=
NWG-WGCLG003,WatchGuard Firebox Cloud Large with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?U1H+j0SSRVg=uSgnmbn6xUNllNgp0fqrtA==6qS/oLVRW3wdfmHZ+CH7Y5m5ino=
NWG-WGCXL033,WatchGuard Firebox Cloud XLarge with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?IvwgsVmbzBw=Svh4VBG97JjHwnC4YZVlNQ==2PMqO6kw1SuTRf0BXYYb3JEhaCg=
NWG-WGVSM031,WatchGuard FireboxV Small with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?SxI8jjww3qo=tfIagFIi+X7ag3/7lfsJPA==Hsirmpr9yzcfCxZ3vseq+OaIATU=
NWG-WGVLG033,WatchGuard FireboxV Large with 3-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?eSDlSnJoyn4=u+72FZnI5kXhIrGzKc8Rxg==X/Z37sKikbFWoebvES1ol8rmOhE=
NWG-WGVXL671,Trade up to WatchGuard FireboxV XLarge with 1-yr Total Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?q2AWLvLBU88=P8kIdrpd6heXI33P1dHByg==0kSh7+pp/4jBB1rVFGXcFj5LHYc=
NWG-WGVXL061,Trade up to WatchGuard FireboxV XLarge with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?bKSDRBUoR2Y=M1gKu0sNtPZcbilJ7V6xvQ==sCXDrmqJfc0wq8vfkpozH61VVzo=
NWG-WGEMA083,Panda Email Protection - 3 Year - 1001 to 3000 users,Electronic,Email Security,Panda Email Protection,https://partner.leadersystems.com.au/products.html?0un78MIkNrA=LAvKtKejpYvwH4b/SPw5Hw==jOumXiO07Rl4yG2DLA0Uz6vZ8kc=
NWG-WGCSM003,WatchGuard Firebox Cloud Small with 3-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?3tDYZVEL2To=1pezqq4qziQpGsv4fn3PCQ==2nYeM0y5uJMcDXLxuQPuVnkDJA4=
NWG-WGCSM063,Trade up to WatchGuard Firebox Cloud Small with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?AgjWP0MFVV8=1GTYZ6G1wHRftQSw28Jh4g==yelN0Jw1O9hRy+s0pqI3w8zvLrs=
NWG-WGCME671,Trade up to WatchGuard Firebox Cloud Medium with 1-yr Total Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?MnNIqB48b1E=IPZjz2CZIIhsPRvPiDFijg==J2rKlmvgqiVr/fek48gjItwIUWE=
NWG-WGCME033,WatchGuard Firebox Cloud Medium with 3-yr Basic Security Suite,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?I9z21Sz8Bbo=ujbPKoxUICPterA4oEj1mQ==i+m7cLVKjJsF44ulKlaiTN/+vdA=
NWG-WGCXL673,Trade up to WatchGuard Firebox Cloud XLarge with 3-yr Total Security Suite,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?5tZHqawtNQE=AOG0ANvOqy4I8JAVK4Ziog==H5AA58QeMoYrlIQ3gTFMQLC2/so=
NWG-WGVSM643,WatchGuard FireboxV Small with 3-yr Total Security Suite,Electronic,Virtual,FireboxV Small,https://partner.leadersystems.com.au/products.html?ESPj859m0JY=3QJP73MwDb+IBtIZzz4xQw==mftJzg6XFa05rShxBaYW3rcqphQ=
NWG-WGVME061,Trade up to WatchGuard FireboxV Medium with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV Medium,https://partner.leadersystems.com.au/products.html?rQckaWUU0BQ=XRkQvap/ot7IgfTaFPKI/w==fqVcC93blYf91TzADo8AQyJ+qQk=
NWG-WGDNS30101,WatchGuard DNSWatchGO - 1 Year - 1 to 50 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?oRWViNcxrIE=IzCaz/2XUaaIMEfXjrbTdg==W/OYtdLMgEIFq7JZuVCJewMOfvFK7Q==
NWG-WGATH30503,WatchGuard AuthPoint - 3 Year - 501 to 1000 Users - License Per User,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?Dy3YKfOJIHI=UPRFkLGrUPINNFNrA2sAnA==HIt3cc7XCsvv0N8x9CV9H9guRmeteA==
NWG-WGATH30601,WatchGuard AuthPoint - 1 Year - 1001 to 5000 Users - License Per User,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?zwxsWEyYaKc=1FTsCP1vt/xlav3TS1E4jA==ndlHVES2jQ9ZwiRQTUggyQxzQfEZ9Q==
NWG-WGVLG523,WatchGuard Cloud 1-month data retention for FireboxV Large - 3-yr,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?eSaPJ6/SM70=Q9uWR1oprFQfO9UOVPJPfw==LnqFNhC7WTQAgZu/dVkQi0eBUco=
NWG-WGEMA063,Panda Email Protection - 3 Year - 251 to 500 users,Electronic,Email Security,Panda Email Protection,https://partner.leadersystems.com.au/products.html?YR0VTuZuclg=u4eY+1iWLuenYv02INpjFw==mHdc9Wk9UWx26mxIfxijKJvrBjM=
NWG-WGEPL011,Panda Endpoint Protection Plus - 1 Year - 1 to 10 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?tJ/cojZSggk=SG9c8xBAOGX8GoN5m6M0pQ==hMws67wgJmE6WoIAjKShMUqVN1c=
NWG-MSS019524,WatchGuard MSSP 100 Pre Pay Points,Electronic,MSSP,MSSP Points,https://partner.leadersystems.com.au/products.html?VWPY4J/x6Yk=a8k7mbV+Q3FRcBf9R9Oxmg==d4bbKr6cX0dAH1tbdErEg4yOVYwe
NWG-WGPSP30601,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 1001 to 5000 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?Y1Ti680KKQM=mOJi+xGA+y3+fjPN6zmpiQ==A867hdOUP7kffl74J/MhXw65e2sdIQ==
NWG-WGPSP30603,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 1001 to 5000 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?Iwh4WIywZWE=l479KD3UjSB94vtBP9zYsA==pc4C8TOYF8f4t1Tjz/Mg47b1k9o45A==
NWG-WGVLG031,WatchGuard FireboxV Large with 1-yr Basic Security Suite,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?FLDmkNq4Y3o=JeQ5GlBXzjL6kexJp+AuYg==toK6zhFc1oNOQcUymtlu0XnaMMs=
NWG-WGVLG001,WatchGuard FireboxV Large with 1-yr Standard Support - Only available to WGOne Silver/Gold Partners,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?U05zKQe7MGo=xFtiikuIUhMO+5+KEazyJw==SCvKLQ9pOYssP+4/g66uanwZpKk=
NWG-WGEMA093,Panda Email Protection - 3 Year - 3000+ users,Electronic,Email Security,Panda Email Protection,https://partner.leadersystems.com.au/products.html?5b8U/Txyuxc=HgbmpRceVAcfN76pUJOmUw==eXTtT6lyzjuHgXQj82CrH3rby9w=
NWG-WGEMA073,Panda Email Protection - 3 Year - 501 to 1000 users,Electronic,Email Security,Panda Email Protection,https://partner.leadersystems.com.au/products.html?pufJEDZKHkY=C6tPBOjSR/oJv7u/tFInpw==DpbY17hJo0uc059bKVsTT7E69sw=
NWG-WGEPL021,Panda Endpoint Protection Plus - 1 Year - 11 to 25 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?qV1GBUYSToU=0wqybgmqfpsDaDAkvXhU+Q==FBsmjhb1aT7BUmv5aIpygWZrnrs=
NWG-WGMRA501,WatchGuard Dimension Command 1-yr for Mid-Range Appliance,Electronic,Reporting & Visibility,Dimension Command,https://partner.leadersystems.com.au/products.html?j5hN16rMl+c=lS9od/YGLLkQYcOtr7zn7A==FOUWurRWuQprJ0NYoSNlnf+U/gI=
NWG-WGCSM333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?VBHnFyTAzwY=RldMmWw+Q2ESmOJgQSxuVQ==kkTj5+QeJDUntfJGosV0fnewfck=
NWG-WGCSM201,WatchGuard Standard Support Renewal 1-yr for Firebox Cloud Small,Electronic,Cloud,Firebox Cloud Small,https://partner.leadersystems.com.au/products.html?hBQiL8rK3Hw=gqgUIcpfDBymsU+r3ktWNQ==/Ne3GxK1wF45sIOINFfOIIE4RJU=
NWG-WGCME333,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?BLnqMkPe3r8=pMMVzVdUFhJDnItyZYFhKA==PVFP9lUVC76/W3TKNP3C3DIxDgE=
NWG-WGCXL523,WatchGuard Cloud 1-month data retention for Firebox Cloud XLarge - 3-yr,Electronic,Cloud,Firebox Cloud XLarge,https://partner.leadersystems.com.au/products.html?OyQf9vFk8Lk=bS/i5aVEjKfjBGqVR+FdYw==ZBKcdPndDIgUR237Xo494jAVe4w=
NWG-WGCLG523,WatchGuard Cloud 1-month data retention for Firebox Cloud Large - 3-yr,Electronic,Cloud,Firebox Cloud Large,https://partner.leadersystems.com.au/products.html?qTvQwVjR+YU=17dZdKnUHeBkrJfrI2TLyw==lB9R0VzYk4ht7K3kP9ArPoVgEHQ=
NWG-WGVXL521,WatchGuard Cloud 1-month data retention for FireboxV XLarge - 1-yr,Electronic,Virtual,FireboxV XLarge,https://partner.leadersystems.com.au/products.html?9P3eyDbrQPU=XmwLIqGmpX8qWAiSPdKp9Q==B5rlV9FAGSHHfvY0Jvpmyx08M98=
NWG-WGVLG521,WatchGuard Cloud 1-month data retention for FireboxV Large - 1-yr,Electronic,Virtual,FireboxV Large,https://partner.leadersystems.com.au/products.html?k0zYY/wU6w8=PwH4w4WFFDNmAE1eKHZ1GA==0oiDLzUDNvSumBvKlEjYgw1njCE=
NWG-WGATH30201,WatchGuard AuthPoint - 1 Year - 51 to 100 Users - License Per User,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?wxnk1YVsCzU=4nMGLwS0/GETTSCbhxrm2Q==5oMPWtjzljfRL54yKCD7rlkWx8zE9A==
NWG-WGATH30301,WatchGuard AuthPoint - 1 Year - 101 to 250 Users - License Per User,Electronic,Identity & Access,AuthPoint,https://partner.leadersystems.com.au/products.html?wMRQsE+K/5M=9Ei6LOLZE25U/ssUS63+Hg==6kuTVTtUqB2tZ6rOQosEKfaDU7XAcQ==
NWG-WGDNS30303,WatchGuard DNSWatchGO - 3 Year - 101 to 250 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?QB13SS1Zwps=ftfAQ0QUrl1yf54kkcS/dw==kjwUtCcbSiUxs8yaHkvqpPgFfZJWMA==
NWG-WGDNS30403,WatchGuard DNSWatchGO - 3 Year - 251 to 500 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?uCa3kHQe8mA=rHNYPS03yugZ9j3B6aOghA==EN2QqP0e/aKkEJTihnJBJDa3KNSlpA==
NWG-WGCME331,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox Cloud Medium,Electronic,Cloud,Firebox Cloud Medium,https://partner.leadersystems.com.au/products.html?tv6578OQDXo=Vi+DvC6S+M/9JrrFsUnNYg==eafyV2zXzsOfzDOzcMALn6f8lkM=
